match_id,date,home_team,away_team,home_goals,away_goals,is_neutral,tournament,tournament_tier,venue_country
2008-11-19_saudi_arabia_south_korea,2008-11-19,Saudi Arabia,South Korea,0,2,0,FIFA World Cup qualification,qualifier,Saudi Arabia
2008-11-19_scotland_argentina,2008-11-19,Scotland,Argentina,0,1,0,Friendly,friendly,Scotland
2008-11-19_serbia_bulgaria,2008-11-19,Serbia,Bulgaria,6,1,0,Friendly,friendly,Serbia
2008-11-19_slovakia_liechtenstein,2008-11-19,Slovakia,Liechtenstein,4,0,0,Friendly,friendly,Slovakia
2008-11-19_slovenia_bosnia_and_herzegovina,2008-11-19,Slovenia,Bosnia and Herzegovina,3,4,0,Friendly,friendly,Slovenia
2008-11-19_south_africa_cameroon,2008-11-19,South Africa,Cameroon,3,2,0,Friendly,friendly,South Africa
2008-11-19_spain_chile,2008-11-19,Spain,Chile,3,0,0,Friendly,friendly,Spain
2008-11-19_suriname_haiti,2008-11-19,Suriname,Haiti,1,1,0,FIFA World Cup qualification,qualifier,Suriname
2008-11-19_switzerland_finland,2008-11-19,Switzerland,Finland,1,0,0,Friendly,friendly,Switzerland
2008-11-19_tanzania_mozambique,2008-11-19,Tanzania,Mozambique,1,0,0,Friendly,friendly,Tanzania
2008-11-19_togo_rwanda,2008-11-19,Togo,Rwanda,1,0,0,Friendly,friendly,Togo
2008-11-19_trinidad_and_tobago_cuba,2008-11-19,Trinidad and Tobago,Cuba,3,0,0,FIFA World Cup qualification,qualifier,Trinidad and Tobago
2008-11-19_ukraine_norway,2008-11-19,Ukraine,Norway,1,0,0,Friendly,friendly,Ukraine
2008-11-19_united_arab_emirates_iran,2008-11-19,United Arab Emirates,Iran,1,1,0,FIFA World Cup qualification,qualifier,United Arab Emirates
2008-11-19_united_states_guatemala,2008-11-19,United States,Guatemala,2,0,0,FIFA World Cup qualification,qualifier,United States
2008-11-19_venezuela_angola,2008-11-19,Venezuela,Angola,0,0,0,Friendly,friendly,Venezuela
2008-11-21_myanmar_indonesia,2008-11-21,Myanmar,Indonesia,2,1,0,Friendly,friendly,Myanmar
2008-11-22_estonia_lithuania,2008-11-22,Estonia,Lithuania,1,1,0,Friendly,friendly,Estonia
2008-11-29_malaysia_singapore,2008-11-29,Malaysia,Singapore,2,2,0,Friendly,friendly,Malaysia
2008-12-03_jamaica_barbados,2008-12-03,Jamaica,Barbados,2,1,0,CFU Caribbean Cup,friendly,Jamaica
2008-12-03_trinidad_and_tobago_grenada,2008-12-03,Trinidad and Tobago,Grenada,1,2,1,CFU Caribbean Cup,friendly,Jamaica
2008-12-04_guadeloupe_cuba,2008-12-04,Guadeloupe,Cuba,1,2,1,CFU Caribbean Cup,friendly,Jamaica
2008-12-04_haiti_antigua_and_barbuda,2008-12-04,Haiti,Antigua and Barbuda,1,1,1,CFU Caribbean Cup,friendly,Jamaica
2008-12-05_barbados_trinidad_and_tobago,2008-12-05,Barbados,Trinidad and Tobago,1,2,1,CFU Caribbean Cup,friendly,Jamaica
2008-12-05_indonesia_myanmar,2008-12-05,Indonesia,Myanmar,3,0,0,AFF Championship,friendly,Indonesia
2008-12-05_jamaica_grenada,2008-12-05,Jamaica,Grenada,4,0,0,CFU Caribbean Cup,friendly,Jamaica
2008-12-05_singapore_cambodia,2008-12-05,Singapore,Cambodia,5,0,1,AFF Championship,friendly,Indonesia
2008-12-06_cuba_antigua_and_barbuda,2008-12-06,Cuba,Antigua and Barbuda,3,0,1,CFU Caribbean Cup,friendly,Jamaica
2008-12-06_haiti_guadeloupe,2008-12-06,Haiti,Guadeloupe,2,3,1,CFU Caribbean Cup,friendly,Jamaica
2008-12-06_malaysia_laos,2008-12-06,Malaysia,Laos,3,0,1,AFF Championship,friendly,Thailand
2008-12-06_thailand_vietnam,2008-12-06,Thailand,Vietnam,2,0,0,AFF Championship,friendly,Thailand
2008-12-07_grenada_barbados,2008-12-07,Grenada,Barbados,4,2,1,CFU Caribbean Cup,friendly,Jamaica
2008-12-07_indonesia_cambodia,2008-12-07,Indonesia,Cambodia,4,0,0,AFF Championship,friendly,Indonesia
2008-12-07_jamaica_trinidad_and_tobago,2008-12-07,Jamaica,Trinidad and Tobago,1,1,0,CFU Caribbean Cup,friendly,Jamaica
2008-12-07_singapore_myanmar,2008-12-07,Singapore,Myanmar,3,1,1,AFF Championship,friendly,Indonesia
2008-12-08_antigua_and_barbuda_guadeloupe,2008-12-08,Antigua and Barbuda,Guadeloupe,2,2,1,CFU Caribbean Cup,friendly,Jamaica
2008-12-08_cuba_haiti,2008-12-08,Cuba,Haiti,0,1,1,CFU Caribbean Cup,friendly,Jamaica
2008-12-08_malaysia_vietnam,2008-12-08,Malaysia,Vietnam,2,3,1,AFF Championship,friendly,Thailand
2008-12-08_thailand_laos,2008-12-08,Thailand,Laos,6,0,0,AFF Championship,friendly,Thailand
2008-12-09_myanmar_cambodia,2008-12-09,Myanmar,Cambodia,3,2,1,AFF Championship,friendly,Indonesia
2008-12-09_indonesia_singapore,2008-12-09,Indonesia,Singapore,0,2,0,AFF Championship,friendly,Indonesia
2008-12-10_thailand_malaysia,2008-12-10,Thailand,Malaysia,3,0,0,AFF Championship,friendly,Thailand
2008-12-10_vietnam_laos,2008-12-10,Vietnam,Laos,4,0,1,AFF Championship,friendly,Thailand
2008-12-11_cuba_grenada,2008-12-11,Cuba,Grenada,2,2,1,CFU Caribbean Cup,friendly,Jamaica
2008-12-11_jamaica_guadeloupe,2008-12-11,Jamaica,Guadeloupe,2,0,0,CFU Caribbean Cup,friendly,Jamaica
2008-12-14_cuba_guadeloupe,2008-12-14,Cuba,Guadeloupe,0,0,1,CFU Caribbean Cup,friendly,Jamaica
2008-12-14_jamaica_grenada,2008-12-14,Jamaica,Grenada,2,0,0,CFU Caribbean Cup,friendly,Jamaica
2008-12-14_serbia_poland,2008-12-14,Serbia,Poland,0,1,1,Friendly,friendly,Turkey
2008-12-16_indonesia_thailand,2008-12-16,Indonesia,Thailand,0,1,0,AFF Championship,friendly,Indonesia
2008-12-17_iran_ecuador,2008-12-17,Iran,Ecuador,0,1,1,Friendly,friendly,Oman
2008-12-17_oman_china,2008-12-17,Oman,China,3,1,0,Friendly,friendly,Oman
2008-12-17_vietnam_singapore,2008-12-17,Vietnam,Singapore,0,0,0,AFF Championship,friendly,Vietnam
2008-12-19_iran_china,2008-12-19,Iran,China,2,0,1,Friendly,friendly,Oman
2008-12-19_oman_ecuador,2008-12-19,Oman,Ecuador,2,0,0,Friendly,friendly,Oman
2008-12-20_monaco_provence,2008-12-20,Monaco,Provence,2,3,1,Friendly,friendly,France
2008-12-21_jordan_china,2008-12-21,Jordan,China,0,1,0,Friendly,friendly,Jordan
2008-12-23_bahrain_saudi_arabia,2008-12-23,Bahrain,Saudi Arabia,1,0,0,Friendly,friendly,Bahrain
2008-12-23_djibouti_somalia,2008-12-23,Djibouti,Somalia,2,3,0,Friendly,friendly,Djibouti
2008-12-24_thailand_vietnam,2008-12-24,Thailand,Vietnam,1,2,0,AFF Championship,friendly,Thailand
2008-12-27_saudi_arabia_syria,2008-12-27,Saudi Arabia,Syria,1,1,0,Friendly,friendly,Saudi Arabia
2008-12-27_united_arab_emirates_iraq,2008-12-27,United Arab Emirates,Iraq,2,2,0,Friendly,friendly,United Arab Emirates
2008-12-27_galicia_iran,2008-12-27,Galicia,Iran,3,2,0,Friendly,friendly,Spain
2008-12-28_vietnam_thailand,2008-12-28,Vietnam,Thailand,1,1,0,AFF Championship,friendly,Vietnam
2008-12-28_catalonia_colombia,2008-12-28,Catalonia,Colombia,2,1,0,Friendly,friendly,Spain
2008-12-29_bahrain_syria,2008-12-29,Bahrain,Syria,2,2,0,Friendly,friendly,Bahrain
2008-12-30_united_arab_emirates_kuwait,2008-12-30,United Arab Emirates,Kuwait,0,0,0,Friendly,friendly,United Arab Emirates
2008-12-31_sudan_kenya,2008-12-31,Sudan,Kenya,0,0,1,CECAFA Cup,friendly,Uganda
2008-12-31_zambia_djibouti,2008-12-31,Zambia,Djibouti,3,0,1,CECAFA Cup,friendly,Uganda
2009-01-01_uganda_rwanda,2009-01-01,Uganda,Rwanda,4,0,0,CECAFA Cup,friendly,Uganda
2009-01-01_zanzibar_somalia,2009-01-01,Zanzibar,Somalia,2,0,1,CECAFA Cup,friendly,Uganda
2009-01-02_djibouti_burundi,2009-01-02,Djibouti,Burundi,0,4,1,CECAFA Cup,friendly,Uganda
2009-01-02_kenya_zambia,2009-01-02,Kenya,Zambia,0,0,1,CECAFA Cup,friendly,Uganda
2009-01-03_somalia_tanzania,2009-01-03,Somalia,Tanzania,1,0,1,CECAFA Cup,friendly,Uganda
2009-01-03_uganda_zanzibar,2009-01-03,Uganda,Zanzibar,0,0,0,CECAFA Cup,friendly,Uganda
2009-01-04_bahrain_iraq,2009-01-04,Bahrain,Iraq,3,1,1,Gulf Cup,friendly,Oman
2009-01-04_djibouti_sudan,2009-01-04,Djibouti,Sudan,1,1,1,CECAFA Cup,friendly,Uganda
2009-01-04_oman_kuwait,2009-01-04,Oman,Kuwait,0,0,0,Gulf Cup,friendly,Oman
2009-01-04_zambia_burundi,2009-01-04,Zambia,Burundi,1,1,1,CECAFA Cup,friendly,Uganda
2009-01-05_rwanda_somalia,2009-01-05,Rwanda,Somalia,3,0,1,CECAFA Cup,friendly,Uganda
2009-01-05_saudi_arabia_qatar,2009-01-05,Saudi Arabia,Qatar,0,0,1,Gulf Cup,friendly,Oman
2009-01-05_tanzania_zanzibar,2009-01-05,Tanzania,Zanzibar,2,1,1,CECAFA Cup,friendly,Uganda
2009-01-05_united_arab_emirates_yemen,2009-01-05,United Arab Emirates,Yemen,3,1,1,Gulf Cup,friendly,Oman
2009-01-06_burundi_sudan,2009-01-06,Burundi,Sudan,1,0,1,CECAFA Cup,friendly,Uganda
2009-01-06_kenya_djibouti,2009-01-06,Kenya,Djibouti,5,1,1,CECAFA Cup,friendly,Uganda
2009-01-07_bahrain_kuwait,2009-01-07,Bahrain,Kuwait,0,1,1,Gulf Cup,friendly,Oman
2009-01-07_oman_iraq,2009-01-07,Oman,Iraq,4,0,0,Gulf Cup,friendly,Oman
2009-01-07_rwanda_tanzania,2009-01-07,Rwanda,Tanzania,0,2,1,CECAFA Cup,friendly,Uganda
2009-01-07_uganda_somalia,2009-01-07,Uganda,Somalia,4,0,0,CECAFA Cup,friendly,Uganda
2009-01-08_burundi_kenya,2009-01-08,Burundi,Kenya,0,1,1,CECAFA Cup,friendly,Uganda
2009-01-08_qatar_united_arab_emirates,2009-01-08,Qatar,United Arab Emirates,0,0,1,Gulf Cup,friendly,Oman
2009-01-08_saudi_arabia_yemen,2009-01-08,Saudi Arabia,Yemen,6,0,1,Gulf Cup,friendly,Oman
2009-01-08_sudan_zambia,2009-01-08,Sudan,Zambia,2,0,1,CECAFA Cup,friendly,Uganda
2009-01-09_iran_china,2009-01-09,Iran,China,3,1,0,Friendly,friendly,Iran
2009-01-09_uganda_tanzania,2009-01-09,Uganda,Tanzania,2,1,0,CECAFA Cup,friendly,Uganda
2009-01-09_zanzibar_rwanda,2009-01-09,Zanzibar,Rwanda,0,3,1,CECAFA Cup,friendly,Uganda
2009-01-10_iraq_kuwait,2009-01-10,Iraq,Kuwait,1,1,1,Gulf Cup,friendly,Oman
2009-01-10_oman_bahrain,2009-01-10,Oman,Bahrain,2,0,0,Gulf Cup,friendly,Oman
2009-01-11_kenya_tanzania,2009-01-11,Kenya,Tanzania,2,1,1,CECAFA Cup,friendly,Uganda
2009-01-11_qatar_yemen,2009-01-11,Qatar,Yemen,2,1,1,Gulf Cup,friendly,Oman
2009-01-11_uganda_burundi,2009-01-11,Uganda,Burundi,5,0,0,CECAFA Cup,friendly,Uganda
2009-01-11_united_arab_emirates_saudi_arabia,2009-01-11,United Arab Emirates,Saudi Arabia,0,3,1,Gulf Cup,friendly,Oman
2009-01-13_tanzania_burundi,2009-01-13,Tanzania,Burundi,3,2,1,CECAFA Cup,friendly,Uganda
2009-01-13_uganda_kenya,2009-01-13,Uganda,Kenya,1,0,0,CECAFA Cup,friendly,Uganda
2009-01-14_hong_kong_india,2009-01-14,Hong Kong,India,2,1,0,Friendly,friendly,Hong Kong
2009-01-14_iran_singapore,2009-01-14,Iran,Singapore,6,0,0,AFC Asian Cup qualification,tournament,Iran
2009-01-14_jordan_thailand,2009-01-14,Jordan,Thailand,0,0,0,AFC Asian Cup qualification,tournament,Jordan
2009-01-14_kuwait_saudi_arabia,2009-01-14,Kuwait,Saudi Arabia,0,1,1,Gulf Cup,friendly,Oman
2009-01-14_oman_qatar,2009-01-14,Oman,Qatar,1,0,0,Gulf Cup,friendly,Oman
2009-01-14_syria_china,2009-01-14,Syria,China,3,2,0,AFC Asian Cup qualification,tournament,Syria
2009-01-14_vietnam_lebanon,2009-01-14,Vietnam,Lebanon,3,1,0,AFC Asian Cup qualification,tournament,Vietnam
2009-01-17_guatemala_haiti,2009-01-17,Guatemala,Haiti,1,0,1,Friendly,friendly,United States
2009-01-17_oman_saudi_arabia,2009-01-17,Oman,Saudi Arabia,0,0,0,Gulf Cup,friendly,Oman
2009-01-18_honduras_chile,2009-01-18,Honduras,Chile,2,0,1,Friendly,friendly,United States
2009-01-18_syria_turkmenistan,2009-01-18,Syria,Turkmenistan,5,1,1,Friendly,friendly,Kuwait
2009-01-19_oman_indonesia,2009-01-19,Oman,Indonesia,0,0,0,AFC Asian Cup qualification,tournament,Oman
2009-01-20_japan_yemen,2009-01-20,Japan,Yemen,2,1,0,AFC Asian Cup qualification,tournament,Japan
2009-01-20_kuwait_turkmenistan,2009-01-20,Kuwait,Turkmenistan,2,0,0,Friendly,friendly,Kuwait
2009-01-21_china_vietnam,2009-01-21,China,Vietnam,6,1,0,AFC Asian Cup qualification,tournament,China
2009-01-21_hong_kong_bahrain,2009-01-21,Hong Kong,Bahrain,1,3,0,AFC Asian Cup qualification,tournament,Hong Kong
2009-01-21_malaysia_united_arab_emirates,2009-01-21,Malaysia,United Arab Emirates,0,5,0,AFC Asian Cup qualification,tournament,Malaysia
2009-01-21_thailand_lebanon,2009-01-21,Thailand,Lebanon,2,1,0,King's Cup,friendly,Thailand
2009-01-22_el_salvador_nicaragua,2009-01-22,El Salvador,Nicaragua,1,1,1,UNCAF Cup,friendly,Honduras
2009-01-22_honduras_belize,2009-01-22,Honduras,Belize,2,1,0,UNCAF Cup,friendly,Honduras
2009-01-23_costa_rica_panama,2009-01-23,Costa Rica,Panama,3,0,1,UNCAF Cup,friendly,Honduras
2009-01-23_egypt_kenya,2009-01-23,Egypt,Kenya,1,0,0,Friendly,friendly,Egypt
2009-01-23_north_korea_lebanon,2009-01-23,North Korea,Lebanon,0,1,1,King's Cup,friendly,Thailand
2009-01-23_kuwait_syria,2009-01-23,Kuwait,Syria,2,3,0,Friendly,friendly,Kuwait
2009-01-24_belize_el_salvador,2009-01-24,Belize,El Salvador,1,4,1,UNCAF Cup,friendly,Honduras
2009-01-24_honduras_nicaragua,2009-01-24,Honduras,Nicaragua,4,1,0,UNCAF Cup,friendly,Honduras
2009-01-24_united_states_sweden,2009-01-24,United States,Sweden,3,2,0,Friendly,friendly,United States
2009-01-25_guatemala_costa_rica,2009-01-25,Guatemala,Costa Rica,1,3,1,UNCAF Cup,friendly,Honduras
2009-01-26_honduras_el_salvador,2009-01-26,Honduras,El Salvador,2,0,0,UNCAF Cup,friendly,Honduras
2009-01-26_nicaragua_belize,2009-01-26,Nicaragua,Belize,1,1,1,UNCAF Cup,friendly,Honduras
2009-01-27_panama_guatemala,2009-01-27,Panama,Guatemala,1,0,1,UNCAF Cup,friendly,Honduras
2009-01-27_south_africa_zambia,2009-01-27,South Africa,Zambia,1,0,0,Friendly,friendly,South Africa
2009-01-28_bahrain_japan,2009-01-28,Bahrain,Japan,1,0,0,AFC Asian Cup qualification,tournament,Bahrain
2009-01-28_indonesia_australia,2009-01-28,Indonesia,Australia,0,0,0,AFC Asian Cup qualification,tournament,Indonesia
2009-01-28_kuwait_oman,2009-01-28,Kuwait,Oman,0,1,0,AFC Asian Cup qualification,tournament,Kuwait
2009-01-28_lebanon_syria,2009-01-28,Lebanon,Syria,0,2,0,AFC Asian Cup qualification,tournament,Lebanon
2009-01-28_mexico_sweden,2009-01-28,Mexico,Sweden,0,1,1,Friendly,friendly,United States
2009-01-28_singapore_jordan,2009-01-28,Singapore,Jordan,2,1,0,AFC Asian Cup qualification,tournament,Singapore
2009-01-28_thailand_iran,2009-01-28,Thailand,Iran,0,0,0,AFC Asian Cup qualification,tournament,Thailand
2009-01-28_united_arab_emirates_uzbekistan,2009-01-28,United Arab Emirates,Uzbekistan,0,1,0,AFC Asian Cup qualification,tournament,United Arab Emirates
2009-01-28_yemen_hong_kong,2009-01-28,Yemen,Hong Kong,1,0,0,AFC Asian Cup qualification,tournament,Yemen
2009-01-29_nicaragua_guatemala,2009-01-29,Nicaragua,Guatemala,2,0,1,UNCAF Cup,friendly,Honduras
2009-01-30_costa_rica_el_salvador,2009-01-30,Costa Rica,El Salvador,3,0,1,UNCAF Cup,friendly,Honduras
2009-01-30_honduras_panama,2009-01-30,Honduras,Panama,0,1,0,UNCAF Cup,friendly,Honduras
2009-02-01_azerbaijan_uzbekistan,2009-02-01,Azerbaijan,Uzbekistan,1,1,1,Friendly,friendly,United Arab Emirates
2009-02-01_costa_rica_panama,2009-02-01,Costa Rica,Panama,0,0,1,UNCAF Cup,friendly,Honduras
2009-02-01_honduras_el_salvador,2009-02-01,Honduras,El Salvador,1,0,0,UNCAF Cup,friendly,Honduras
2009-02-01_syria_south_korea,2009-02-01,Syria,South Korea,1,1,1,Friendly,friendly,United Arab Emirates
2009-02-04_bahrain_south_korea,2009-02-04,Bahrain,South Korea,2,2,1,Friendly,friendly,United Arab Emirates
2009-02-04_japan_finland,2009-02-04,Japan,Finland,5,1,0,Friendly,friendly,Japan
2009-02-05_saudi_arabia_thailand,2009-02-05,Saudi Arabia,Thailand,2,1,1,Friendly,friendly,Japan
2009-02-06_el_salvador_peru,2009-02-06,El Salvador,Peru,1,0,1,Friendly,friendly,United States
2009-02-07_lithuania_poland,2009-02-07,Lithuania,Poland,1,1,1,Friendly,friendly,Portugal
2009-02-08_barbados_grenada,2009-02-08,Barbados,Grenada,5,0,0,Friendly,friendly,Barbados
2009-02-10_brazil_italy,2009-02-10,Brazil,Italy,2,0,1,Friendly,friendly,England
2009-02-10_cyprus_serbia,2009-02-10,Cyprus,Serbia,0,2,0,Cyprus International Tournament,friendly,Cyprus
2009-02-10_slovakia_ukraine,2009-02-10,Slovakia,Ukraine,2,3,1,Cyprus International Tournament,friendly,Cyprus
2009-02-11_algeria_benin,2009-02-11,Algeria,Benin,2,1,0,Friendly,friendly,Algeria
2009-02-11_andorra_lithuania,2009-02-11,Andorra,Lithuania,1,3,1,Friendly,friendly,Portugal
2009-02-11_angola_mali,2009-02-11,Angola,Mali,0,4,1,Friendly,friendly,France
2009-02-11_austria_sweden,2009-02-11,Austria,Sweden,0,2,0,Friendly,friendly,Austria
2009-02-11_belgium_slovenia,2009-02-11,Belgium,Slovenia,2,0,0,Friendly,friendly,Belgium
2009-02-11_burkina_faso_togo,2009-02-11,Burkina Faso,Togo,1,1,1,Friendly,friendly,France
2009-02-11_cameroon_guinea,2009-02-11,Cameroon,Guinea,3,1,1,Friendly,friendly,France
2009-02-11_colombia_haiti,2009-02-11,Colombia,Haiti,2,0,0,Friendly,friendly,Colombia
2009-02-11_costa_rica_honduras,2009-02-11,Costa Rica,Honduras,2,0,0,FIFA World Cup qualification,qualifier,Costa Rica
2009-02-11_cyprus_slovakia,2009-02-11,Cyprus,Slovakia,3,2,0,Cyprus International Tournament,friendly,Cyprus
2009-02-11_egypt_ghana,2009-02-11,Egypt,Ghana,2,2,0,Friendly,friendly,Egypt
2009-02-11_el_salvador_trinidad_and_tobago,2009-02-11,El Salvador,Trinidad and Tobago,2,2,0,FIFA World Cup qualification,qualifier,El Salvador
2009-02-11_estonia_kazakhstan,2009-02-11,Estonia,Kazakhstan,0,2,1,Friendly,friendly,Turkey
2009-02-11_france_argentina,2009-02-11,France,Argentina,0,2,0,Friendly,friendly,France
2009-02-11_germany_norway,2009-02-11,Germany,Norway,0,1,0,Friendly,friendly,Germany
2009-02-11_greece_denmark,2009-02-11,Greece,Denmark,1,1,0,Friendly,friendly,Greece
2009-02-11_iran_south_korea,2009-02-11,Iran,South Korea,1,1,0,FIFA World Cup qualification,qualifier,Iran
2009-02-11_republic_of_ireland_georgia,2009-02-11,Republic of Ireland,Georgia,2,1,0,FIFA World Cup qualification,qualifier,Republic of Ireland
2009-02-11_israel_hungary,2009-02-11,Israel,Hungary,1,0,0,Friendly,friendly,Israel
2009-02-11_japan_australia,2009-02-11,Japan,Australia,0,0,0,FIFA World Cup qualification,qualifier,Japan
2009-02-11_north_korea_saudi_arabia,2009-02-11,North Korea,Saudi Arabia,1,0,0,FIFA World Cup qualification,qualifier,North Korea
2009-02-11_kuwait_azerbaijan,2009-02-11,Kuwait,Azerbaijan,1,1,0,Friendly,friendly,Kuwait
2009-02-11_latvia_armenia,2009-02-11,Latvia,Armenia,0,0,1,Friendly,friendly,Cyprus
2009-02-11_libya_uruguay,2009-02-11,Libya,Uruguay,2,3,0,Friendly,friendly,Libya
2009-02-11_liechtenstein_iceland,2009-02-11,Liechtenstein,Iceland,0,2,1,Friendly,friendly,Spain
2009-02-11_north_macedonia_moldova,2009-02-11,North Macedonia,Moldova,1,1,1,Friendly,friendly,Turkey
2009-02-11_malta_albania,2009-02-11,Malta,Albania,0,0,0,FIFA World Cup qualification,qualifier,Malta
2009-02-11_morocco_czech_republic,2009-02-11,Morocco,Czech Republic,0,0,0,Friendly,friendly,Morocco
2009-02-11_mozambique_malawi,2009-02-11,Mozambique,Malawi,2,0,0,Friendly,friendly,Mozambique
2009-02-11_nigeria_jamaica,2009-02-11,Nigeria,Jamaica,0,0,1,Friendly,friendly,England
2009-02-11_peru_paraguay,2009-02-11,Peru,Paraguay,0,1,0,Friendly,friendly,Peru
2009-02-11_portugal_finland,2009-02-11,Portugal,Finland,1,0,0,Friendly,friendly,Portugal
2009-02-11_romania_croatia,2009-02-11,Romania,Croatia,1,2,0,Friendly,friendly,Romania
2009-02-11_san_marino_northern_ireland,2009-02-11,San Marino,Northern Ireland,0,3,0,FIFA World Cup qualification,qualifier,San Marino
2009-02-11_serbia_ukraine,2009-02-11,Serbia,Ukraine,0,1,1,Cyprus International Tournament,friendly,Cyprus
2009-02-11_south_africa_chile,2009-02-11,South Africa,Chile,0,2,0,Friendly,friendly,South Africa
2009-02-11_spain_england,2009-02-11,Spain,England,2,0,0,Friendly,friendly,Spain
2009-02-11_switzerland_bulgaria,2009-02-11,Switzerland,Bulgaria,1,1,0,Friendly,friendly,Switzerland
2009-02-11_tanzania_zimbabwe,2009-02-11,Tanzania,Zimbabwe,0,0,0,Friendly,friendly,Tanzania
2009-02-11_tunisia_netherlands,2009-02-11,Tunisia,Netherlands,1,1,0,Friendly,friendly,Tunisia
2009-02-11_turkey_ivory_coast,2009-02-11,Turkey,Ivory Coast,1,1,0,Friendly,friendly,Turkey
2009-02-11_united_states_mexico,2009-02-11,United States,Mexico,2,0,0,FIFA World Cup qualification,qualifier,United States
2009-02-11_uzbekistan_bahrain,2009-02-11,Uzbekistan,Bahrain,0,1,0,FIFA World Cup qualification,qualifier,Uzbekistan
2009-02-11_venezuela_guatemala,2009-02-11,Venezuela,Guatemala,2,1,0,Friendly,friendly,Venezuela
2009-02-11_wales_poland,2009-02-11,Wales,Poland,0,1,1,Friendly,friendly,Portugal
2009-03-05_australia_kuwait,2009-03-05,Australia,Kuwait,0,1,0,AFC Asian Cup qualification,tournament,Australia
2009-03-07_sudan_uganda,2009-03-07,Sudan,Uganda,0,2,0,Friendly,friendly,Sudan
2009-03-11_guam_mongolia,2009-03-11,Guam,Mongolia,1,0,0,EAFF Championship,friendly,Guam
2009-03-11_macau_northern_mariana_islands,2009-03-11,Macau,Northern Mariana Islands,6,1,1,EAFF Championship,friendly,Guam
2009-03-11_mexico_bolivia,2009-03-11,Mexico,Bolivia,5,1,1,Friendly,friendly,United States
2009-03-11_nepal_pakistan,2009-03-11,Nepal,Pakistan,1,0,0,Friendly,friendly,Nepal
2009-03-13_guam_northern_mariana_islands,2009-03-13,Guam,Northern Mariana Islands,2,1,0,EAFF Championship,friendly,Guam
2009-03-13_macau_mongolia,2009-03-13,Macau,Mongolia,1,2,1,EAFF Championship,friendly,Guam
2009-03-14_iran_kenya,2009-03-14,Iran,Kenya,1,0,0,Friendly,friendly,Iran
2009-03-14_nepal_sri_lanka,2009-03-14,Nepal,Sri Lanka,4,2,0,Friendly,friendly,Nepal
2009-03-15_guam_macau,2009-03-15,Guam,Macau,2,2,0,EAFF Championship,friendly,Guam
2009-03-15_northern_mariana_islands_mongolia,2009-03-15,Northern Mariana Islands,Mongolia,1,4,1,EAFF Championship,friendly,Guam
2009-03-17_qatar_kuwait,2009-03-17,Qatar,Kuwait,1,0,0,Friendly,friendly,Qatar
2009-03-18_trinidad_and_tobago_panama,2009-03-18,Trinidad and Tobago,Panama,1,0,0,Friendly,friendly,Trinidad and Tobago
2009-03-21_namibia_botswana,2009-03-21,Namibia,Botswana,0,0,0,Friendly,friendly,Namibia
2009-03-21_syria_qatar,2009-03-21,Syria,Qatar,1,2,0,Friendly,friendly,Syria
2009-03-21_uganda_malawi,2009-03-21,Uganda,Malawi,2,1,0,Friendly,friendly,Uganda
2009-03-21_alderney_guernsey,2009-03-21,Alderney,Guernsey,0,5,0,Muratti Vase,friendly,Alderney
2009-03-22_iceland_faroe_islands,2009-03-22,Iceland,Faroe Islands,1,2,0,Friendly,friendly,Iceland
2009-03-22_saudi_arabia_iraq,2009-03-22,Saudi Arabia,Iraq,0,0,0,Friendly,friendly,Saudi Arabia
2009-03-23_bahrain_zimbabwe,2009-03-23,Bahrain,Zimbabwe,5,2,0,Friendly,friendly,Bahrain
2009-03-23_kuwait_iran,2009-03-23,Kuwait,Iran,0,1,0,Friendly,friendly,Kuwait
2009-03-25_angola_cape_verde,2009-03-25,Angola,Cape Verde,0,1,1,Friendly,friendly,Portugal
2009-03-26_nepal_palestine,2009-03-26,Nepal,Palestine,0,0,0,AFC Challenge Cup qualification,qualifier,Nepal
2009-03-28_albania_hungary,2009-03-28,Albania,Hungary,0,1,0,FIFA World Cup qualification,qualifier,Albania
2009-03-28_argentina_venezuela,2009-03-28,Argentina,Venezuela,4,0,0,FIFA World Cup qualification,qualifier,Argentina
2009-03-28_armenia_estonia,2009-03-28,Armenia,Estonia,2,2,0,FIFA World Cup qualification,qualifier,Armenia
2009-03-28_belgium_bosnia_and_herzegovina,2009-03-28,Belgium,Bosnia and Herzegovina,2,4,0,FIFA World Cup qualification,qualifier,Belgium
2009-03-28_burkina_faso_guinea,2009-03-28,Burkina Faso,Guinea,4,2,0,FIFA World Cup qualification,qualifier,Burkina Faso
2009-03-28_cape_verde_equatorial_guinea,2009-03-28,Cape Verde,Equatorial Guinea,5,0,0,Friendly,friendly,Cape Verde
2009-03-28_colombia_bolivia,2009-03-28,Colombia,Bolivia,2,0,0,FIFA World Cup qualification,qualifier,Colombia
2009-03-28_cyprus_georgia,2009-03-28,Cyprus,Georgia,2,1,0,FIFA World Cup qualification,qualifier,Cyprus
2009-03-28_el_salvador_united_states,2009-03-28,El Salvador,United States,2,2,0,FIFA World Cup qualification,qualifier,El Salvador
2009-03-28_england_slovakia,2009-03-28,England,Slovakia,4,0,0,Friendly,friendly,England
2009-03-28_germany_liechtenstein,2009-03-28,Germany,Liechtenstein,4,0,0,FIFA World Cup qualification,qualifier,Germany
